Date|symbol|sector|quantity|buy_price|price
2024-01-02|CVX|Integrated Oil & Gas - Energy|13|149.48|149.48
2024-01-02|WYNN|Casinos & Gaming - Consumer Discretionary|21|94.6|94.6
2024-01-02|ZTS|Pharmaceuticals - Health Care|10|196.57|196.57
2024-01-02|ZBRA|Electronic Equipment & Instruments - Information Technology|7|267.98|267.98
2024-01-02|ZBH|Health Care Equipment - Health Care|16|121.39|121.39
2024-01-02|YUM|Restaurants - Consumer Discretionary|2|129.03|129.03
2024-01-02|WBD|Broadcasting - Communication Services|2|11.66|11.66
2024-01-03|CVX|Integrated Oil & Gas - Energy|13|149.48|152.33
2024-01-03|WYNN|Casinos & Gaming - Consumer Discretionary|21|94.6|94.03
2024-01-03|ZTS|Pharmaceuticals - Health Care|10|196.57|192.93
2024-01-03|ZBH|Health Care Equipment - Health Care|16|121.39|120.47
2024-01-03|YUM|Restaurants - Consumer Discretionary|2|129.03|129.1
2024-01-03|WBD|Broadcasting - Communication Services|2|11.66|11.3
2024-01-03|MPC|Oil & Gas Refining & Marketing - Energy|11|157.89|157.89
2024-01-03|BWA|Automotive Parts & Equipment - Consumer Discretionary|1|34.03|34.03
2024-01-09|CVX|Integrated Oil & Gas - Energy|13|149.48|145.7
2024-01-09|WYNN|Casinos & Gaming - Consumer Discretionary|21|94.6|95.26
2024-01-09|ZTS|Pharmaceuticals - Health Care|10|196.57|195.94
2024-01-09|ZBH|Health Care Equipment - Health Care|16|121.39|121.87
2024-01-09|YUM|Restaurants - Consumer Discretionary|2|129.03|128.22
2024-01-09|MPC|Oil & Gas Refining & Marketing - Energy|11|157.89|154.31
2024-01-09|BWA|Automotive Parts & Equipment - Consumer Discretionary|1|34.03|33.97
2024-01-09|WBD|Broadcasting - Communication Services|2|11.03|11.03
2024-01-16|CVX|Integrated Oil & Gas - Energy|13|149.48|143.69
2024-01-16|WYNN|Casinos & Gaming - Consumer Discretionary|21|94.6|94.56
2024-01-16|ZTS|Pharmaceuticals - Health Care|10|196.57|192.99
2024-01-16|ZBH|Health Care Equipment - Health Care|16|121.39|122.64
2024-01-16|YUM|Restaurants - Consumer Discretionary|2|129.03|129.81
2024-01-16|MPC|Oil & Gas Refining & Marketing - Energy|11|157.89|154.12
2024-01-16|BWA|Automotive Parts & Equipment - Consumer Discretionary|1|34.03|33.11
2024-01-16|WBD|Broadcasting - Communication Services|2|10.35|10.35
2024-01-18|WYNN|Casinos & Gaming - Consumer Discretionary|21|94.6|94.1
2024-01-18|ZTS|Pharmaceuticals - Health Care|10|196.57|190.5
2024-01-18|ZBH|Health Care Equipment - Health Care|16|121.39|123.83
2024-01-18|YUM|Restaurants - Consumer Discretionary|2|129.03|130.46
2024-01-18|MPC|Oil & Gas Refining & Marketing - Energy|11|157.89|151.8
2024-01-18|BWA|Automotive Parts & Equipment - Consumer Discretionary|1|34.03|32.75
2024-01-18|WBD|Broadcasting - Communication Services|2|10.35|10.28
2024-01-18|ZBRA|Electronic Equipment & Instruments - Information Technology|7|249.59|249.59
2024-01-18|XOM|Integrated Oil & Gas - Energy|1|96.8|96.8
2024-01-24|WYNN|Casinos & Gaming - Consumer Discretionary|21|94.6|94.29
2024-01-24|ZBH|Health Care Equipment - Health Care|16|121.39|120.52
2024-01-24|YUM|Restaurants - Consumer Discretionary|2|129.03|129.44
2024-01-24|MPC|Oil & Gas Refining & Marketing - Energy|11|157.89|155.1
2024-01-24|BWA|Automotive Parts & Equipment - Consumer Discretionary|1|34.03|33.27
2024-01-24|WBD|Broadcasting - Communication Services|2|10.35|10.41
2024-01-24|ZBRA|Electronic Equipment & Instruments - Information Technology|7|249.59|254.17
2024-01-24|XOM|Integrated Oil & Gas - Energy|1|96.8|99.6
2024-01-24|ZTS|Pharmaceuticals - Health Care|10|186.07|186.07
2024-02-07|WYNN|Casinos & Gaming - Consumer Discretionary|21|94.6|99.83
2024-02-07|ZBH|Health Care Equipment - Health Care|16|121.39|127.55
2024-02-07|YUM|Restaurants - Consumer Discretionary|2|129.03|129.64
2024-02-07|MPC|Oil & Gas Refining & Marketing - Energy|11|157.89|169.59
2024-02-07|BWA|Automotive Parts & Equipment - Consumer Discretionary|1|34.03|33.83
2024-02-07|ZBRA|Electronic Equipment & Instruments - Information Technology|7|249.59|247.11
2024-02-07|XOM|Integrated Oil & Gas - Energy|1|96.8|102.22
2024-02-07|ZTS|Pharmaceuticals - Health Care|10|186.07|197.09
2024-02-07|WBD|Broadcasting - Communication Services|2|9.75|9.75
2024-02-08|WYNN|Casinos & Gaming - Consumer Discretionary|21|94.6|106.11
2024-02-08|ZBH|Health Care Equipment - Health Care|16|121.39|123.04
